SKU,Retail Price ,Wholesale Price,UPC,Quantity,Item Size,Name,URL,Brand,Product Category,Item Type
412912,76,70.69,850018802017,24,12.5 OZ,OLAPLEX by Olaplex,https://www.fragrancenet.com/olaplex-shampoo/olaplex/hair-care-products/hc/en_US/33991,OLAPLEX,Haircare,Conditioner
412948,27,23.5,602004123909,3,0.32 OZ,Benefit by Benefit,https://www.fragrancenet.com/benefit-Makeup/benefit/Cosmetics/cos/en_US/23208,Benefit,Makeup,Mascara
413182,32,31.5,3348901561556,6,0.21 OZ,CHRISTIAN DIOR by Christian Dior,https://www.fragrancenet.com/christian-dior-Makeup/christian-dior/Cosmetics/cos/en_US/00529,CHRISTIAN DIOR,Makeup,Mascara
413212,21,14.69,14926252047,24,4.2 OZ,KENRA by Kenra,https://www.fragrancenet.com/kenra-shampoo/kenra/hair-care-products/hc/en_US/05062,KENRA,Haircare,Styling
413446,99,13.5,3616300750117,1,0.5 OZ,OPI by OPI,https://www.fragrancenet.com/opi-Makeup/opi/Cosmetics/cos/en_US/20348,OPI,Makeup,Accessories
414148,110,61.5,679602480673,24,1.7 OZ,MERCHANT OF VENICE ANDALUSIAN SOUL by Merchant of Venice,https://www.fragrancenet.com/merchant-of-venice-andalusian-soul-fragrance/merchant-of-venice/womens-fragrances/wf/en_US/38592,MERCHANT OF VENICE ANDALUSIAN SOUL,Fragrance,Fragrances
414703,64.4,43.39,815934026527,24,32 OZ,DEVA by Deva Concepts,https://www.fragrancenet.com/deva-shampoo/deva-concepts/hair-care-products/hc/en_US/20284,DEVA,Haircare,Conditioner
414820,9.5,9,810044120387,9,8 OZ,AEROPOSTALE FLOWER CROWN by Aeropostale,https://www.fragrancenet.com/aeropostale-flower-crown-perfume/aeropostale/womens-fragrances/wf/en_US/40813,AEROPOSTALE FLOWER CROWN,Fragrance,Bath & Body
415154,428,428,3387950701100,3,3.4 OZ,POIS DE SENTEUR by Caron,https://www.fragrancenet.com/pois-de-senteur-perfume/caron/womens-fragrances/wf/en_US/40820,POIS DE SENTEUR,Fragrance,Fragrances
415454,129,61.5,3605971512575,24,3.4 OZ,RALPH'S CLUB by Ralph Lauren,https://www.fragrancenet.com/ralph%27s-club-cologne/ralph-lauren/mens-fragrances/mf/en_US/40872,RALPH'S CLUB,Fragrance,Fragrances
458697,11.5,11.5,5050456002115,12,8 OZ,GLOW by Jennifer Lopez,https://www.fragrancenet.com/glow-perfume/jennifer-lopez/womens-fragrances/wf/en_US/01067,GLOW,Fragrance,Bath & Body
458730,399,324.09,850011636572,2,0.002 OZ,GHD by GHD,https://www.fragrancenet.com/ghd-shampoo/ghd/hair-care-products/hc/en_US/20288,GHD,Haircare,Styling Tools
458948,99,22,3614273327121,24,1 OZ,YES I AM GLORIOUS by Cacharel,https://www.fragrancenet.com/yes-i-am-glorious-perfume/cacharel/womens-fragrances/wf/en_US/40092,YES I AM GLORIOUS,Fragrance,Fragrances
459029,99,43,6291100132287,24,2 OZ,AL HARAMAIN AMBER OUD by Al Haramain,https://www.fragrancenet.com/al-haramain-amber-oud-fragrance/al-haramain/womens-fragrances/wf/en_US/33052,AL HARAMAIN AMBER OUD,Fragrance,Fragrances
459398,107,107,3346470144200,2,6.7 OZ,AQUA ALLEGORIA MANDARINE BASILIC by Guerlain,https://www.fragrancenet.com/aqua-allegoria-mandarine-basilic-perfume/guerlain/womens-fragrances/wf/en_US/46502,AQUA ALLEGORIA MANDARINE BASILIC,Fragrance,Fragrances
459598,99,20.5,192333128947,1,0.33 OZ,CLINIQUE by Clinique,https://www.fragrancenet.com/clinique-skin-care/anti-aging/clinique/facial/sc/en_US/00564,CLINIQUE,Skincare,Day Care
459833,28,24.49,810021402574,4,0.002 OZ,IGK by IGK,https://www.fragrancenet.com/igk-fragrance-gift-sets/igk/fragrance/gs/en_US/46563,IGK,Fragrance,Gift Sets
459901,32,27.99,810021403250,1,8 OZ,IGK by IGK,https://www.fragrancenet.com/igk-shampoo/igk/hair-care-products/hc/en_US/40444,IGK,Haircare,Shampoo
460101,152,81.5,3605972427717,24,6.7 OZ,POLO EARTH by Ralph Lauren,https://www.fragrancenet.com/polo-earth-fragrance/ralph-lauren/womens-fragrances/wf/en_US/46101,POLO EARTH,Fragrance,Fragrances
460152,32,22.39,884486307354,18,16.9 OZ,Mizani by Mizani,https://www.fragrancenet.com/mizani-shampoo/mizani/hair-care-products/hc/en_US/23595,Mizani,Haircare,Conditioner
460216,6.25,6.25,8809689210197,9,N/A,2aN by 2aN,https://www.fragrancenet.com/2an-Makeup/2an/Cosmetics/cos/en_US/46605,2aN,Makeup,Accessories
460266,10,5,53212441710,24,4 OZ,SANDALWOOD & PATCHOULI by Northern Lights,https://www.fragrancenet.com/sandalwood-%26-patchouli-candles/richly/scented/c/en_US/28371,SANDALWOOD & PATCHOULI,Candle,Scented
460470,47,40,9356353000800,1,0.34 OZ,GOLDFIELD & BANKS ISLAND LUSH by Goldfield & Banks,https://www.fragrancenet.com/goldfield-%26-banks-island-lush-fragrance/goldfield-%26-banks/womens-fragrances/wf/en_US/46650,GOLDFIELD & BANKS ISLAND LUSH,Fragrance,Fragrances
460670,99,31.5,,9,3.4 OZ,LACOSTE MATCH POINT COLOGNE by Lacoste,https://www.fragrancenet.com/lacoste-match-point-cologne-cologne/lacoste/mens-fragrances/mf/en_US/46691,LACOSTE MATCH POINT COLOGNE,Fragrance,Fragrances
460837,99,16,8411114089874,5,1.7 OZ,EAU MY UNICORN by Air Val International,https://www.fragrancenet.com/eau-my-unicorn-perfume-gift-sets/air-val-international/fragrance/gs/en_US/32878,EAU MY UNICORN,Fragrance,Gift Sets
460969,99,23,6291108737996,24,3.4 OZ,LATTAFA AL NOBLE AMEER by Lattafa,https://www.fragrancenet.com/lattafa-al-noble-ameer-fragrance/lattafa/womens-fragrances/wf/en_US/46721,LATTAFA AL NOBLE AMEER,Fragrance,Fragrances
461505,40,36.5,3348901636049,10,0.2 OZ,CHRISTIAN DIOR by Christian Dior,https://www.fragrancenet.com/christian-dior-Makeup/christian-dior/Cosmetics/cos/en_US/00529,CHRISTIAN DIOR,Makeup,Lip Color
461573,149,149,,24,3.4 OZ,TOM FORD EAU DE SOLEIL BLANC by Tom Ford,https://www.fragrancenet.com/tom-ford-eau-de-soleil-blanc-fragrance/tom-ford/womens-fragrances/wf/en_US/31704,TOM FORD EAU DE SOLEIL BLANC,Fragrance,Fragrances
462006,45,30.5,717334263932,24,3.4 OZ,Origins by Origins,https://www.fragrancenet.com/origins-skin-care/anti-aging/origins/facial/sc/en_US/20231,Origins,Skincare,Gift Sets
462041,29,23.09,818281006327,15,8.5 OZ,OLIGO by Oligo,https://www.fragrancenet.com/oligo-shampoo/oligo/hair-care-products/hc/en_US/46892,OLIGO,Haircare,Shampoo
462206,10.99,4.5,3616301797869,7,8.4 OZ,GOOD KIND PURE IRIS PETALS by Good Kind,https://www.fragrancenet.com/good-kind-pure-iris-petals-perfume/good-kind/womens-fragrances/wf/en_US/46901,GOOD KIND PURE IRIS PETALS,Fragrance,Fragrances
462223,60,44,850041254111,4,1.7 OZ,ARLYN SPICY OUD by Arlyn,https://www.fragrancenet.com/arlyn-spicy-oud-cologne/arlyn/mens-fragrances/mf/en_US/46914,ARLYN SPICY OUD,Fragrance,Fragrances
462641,139,124,7640164031040,24,3.4 OZ,GISADA AMBASSADOR INTENSE by Gisada,https://www.fragrancenet.com/gisada-ambassador-intense-cologne/gisada/mens-fragrances/mf/en_US/46980,GISADA AMBASSADOR INTENSE,Fragrance,Fragrances
462692,28,20.99,8022297133430,5,6.76 OZ,Alfaparf by Alfaparf,https://www.fragrancenet.com/alfaparf-shampoo/alfaparf/hair-care-products/hc/en_US/23611,Alfaparf,Haircare,Conditioner
462756,170,137.89,893239000947,4,6 OZ,PHILIP B by Philip B,https://www.fragrancenet.com/philip-b-shampoo/philip-b/hair-care-products/hc/en_US/20330,PHILIP B,Haircare,Gift Sets
462823,99,8.5,5425039222691,6,3.3 OZ,CUBA HOT by Cuba,https://www.fragrancenet.com/cuba-hot-cologne/cuba/mens-fragrances/mf/en_US/46999,CUBA HOT,Fragrance,Fragrances
416090,11,6.25,615908431346,24,4.23 OZ,BED HEAD by Tigi,https://www.fragrancenet.com/bed-head-shampoo/tigi/hair-care-products/hc/en_US/02977,BED HEAD,Haircare,Styling
416539,165,117,742832183116,1,3.4 OZ,PHILLY&PHILL EVE GOES EDEN by Philly&Phill,https://www.fragrancenet.com/philly%26phill-eve-goes-eden-fragrance/philly%26phill/womens-fragrances/wf/en_US/41111,PHILLY&PHILL EVE GOES EDEN,Fragrance,Fragrances
417056,22,19.5,773602609833,4,0.1 OZ,MAC by MAC,https://www.fragrancenet.com/mac-Makeup/mac/Cosmetics/cos/en_US/01557,MAC,Makeup,Lip Color
417611,180,99,3770006489044,24,1.7 OZ,DUSITA LA DOUCEUR DE SIAM by Dusita,https://www.fragrancenet.com/dusita-la-douceur-de-siam-fragrance/dusita/womens-fragrances/wf/en_US/41365,DUSITA LA DOUCEUR DE SIAM,Fragrance,Fragrances
417741,32,17.5,670367935507,24,5 OZ,Peter Thomas Roth by Peter Thomas Roth,https://www.fragrancenet.com/peter-thomas-roth-skin-care/anti-aging/peter-thomas-roth/facial/sc/en_US/05447,Peter Thomas Roth,Skincare,Day Care
417892,74,29.5,85805240134,24,1 OZ,ELIZABETH ARDEN by Elizabeth Arden,https://www.fragrancenet.com/elizabeth-arden-skin-care/anti-aging/elizabeth-arden/facial/sc/en_US/00826,ELIZABETH ARDEN,Skincare,Day Care
417911,131.5,131.5,711367117149,1,3.4 OZ,ANNICK GOUTAL ROSE POMPON by Annick Goutal,https://www.fragrancenet.com/annick-goutal-rose-pompon-perfume/annick-goutal/womens-fragrances/wf/en_US/30639,ANNICK GOUTAL ROSE POMPON,Fragrance,Fragrances
418026,49,27.99,860004542759,12,32 OZ,18.21 MAN MADE by 18.21 Man Made,https://www.fragrancenet.com/18.21-man-made-shampoo/18.21-man-made/hair-care-products/hc/en_US/25922,18.21 MAN MADE,Haircare,Shampoo
418428,83.3,55.99,815934026855,18,17 OZ,DEVA by Deva Concepts,https://www.fragrancenet.com/deva-shampoo/deva-concepts/hair-care-products/hc/en_US/20284,DEVA,Haircare,Conditioner
419513,26,22.5,773602579952,2,0.16 OZ,MAC by MAC,https://www.fragrancenet.com/mac-Makeup/mac/Cosmetics/cos/en_US/01557,MAC,Makeup,Powder
419647,23,12.59,74469517973,7,10 OZ,JOICO by Joico,https://www.fragrancenet.com/joico-shampoo/joico/hair-care-products/hc/en_US/02976,JOICO,Haircare,Shampoo
420049,35.99,18.19,816592010484,6,0.14 OZ,STYLE EDIT by Style Edit,https://www.fragrancenet.com/style-edit-shampoo/style-edit/hair-care-products/hc/en_US/23796,STYLE EDIT,Haircare,Styling
420234,99,48.5,8052086376335,24,1 OZ,SALVATORE FERRAGAMO VARIETY by Salvatore Ferragamo,https://www.fragrancenet.com/salvatore-ferragamo-variety-perfume-gift-sets/salvatore-ferragamo/fragrance/gs/en_US/26661,SALVATORE FERRAGAMO VARIETY,Fragrance,Gift Sets
456605,9,6.99,817808015064,6,1.7 OZ,Colorproof by Colorproof,https://www.fragrancenet.com/colorproof-shampoo/colorproof/hair-care-products/hc/en_US/23584,Colorproof,Haircare,Conditioner
456610,40,30.09,817808015354,3,8.5 OZ,Colorproof by Colorproof,https://www.fragrancenet.com/colorproof-shampoo/colorproof/hair-care-products/hc/en_US/23584,Colorproof,Haircare,Shampoo
456635,94,70.69,817808015514,24,32 OZ,Colorproof by Colorproof,https://www.fragrancenet.com/colorproof-shampoo/colorproof/hair-care-products/hc/en_US/23584,Colorproof,Haircare,Shampoo
456771,68,47,641628000708,24,17 OZ,Elemis by Elemis,https://www.fragrancenet.com/elemis-skin-care/anti-aging/elemis/facial/sc/en_US/23200,Elemis,Skincare,Body Care
456946,96,69.99,850018802444,24,33.8 OZ,OLAPLEX by Olaplex,https://www.fragrancenet.com/olaplex-shampoo/olaplex/hair-care-products/hc/en_US/33991,OLAPLEX,Haircare,Shampoo
457078,99,27.5,85715169617,7,1.7 OZ,ABERCROMBIE & FITCH AUTHENTIC MOMENT by Abercrombie & Fitch,https://www.fragrancenet.com/abercrombie-%26-fitch-authentic-moment-perfume/abercrombie-%26-fitch/womens-fragrances/wf/en_US/43351,ABERCROMBIE & FITCH AUTHENTIC MOMENT,Fragrance,Fragrances
457180,99,75,,4,2.7 OZ,PACO RABANNE LADY MILLION FABULOUS by Paco Rabanne,https://www.fragrancenet.com/paco-rabanne-lady-million-fabulous-perfume/paco-rabanne/womens-fragrances/wf/en_US/39629,PACO RABANNE LADY MILLION FABULOUS,Fragrance,Fragrances
457741,99,6.75,6294015105490,1,6.8 OZ,ARMAF LE PARFAIT by Armaf,https://www.fragrancenet.com/armaf-le-parfait-cologne/armaf/mens-fragrances/mf/en_US/31004,ARMAF LE PARFAIT,Fragrance,Bath & Body
458184,99,47.5,8011003869398,24,0.17 OZ,VERSACE VARIETY by Gianni Versace,https://www.fragrancenet.com/versace-variety-perfume-gift-sets/gianni-versace/fragrance/gs/en_US/23889,VERSACE VARIETY,Fragrance,Gift Sets
458384,99,86,3616303464783,6,3.4 OZ,LACOSTE L.12.12 BLANC by Lacoste,https://www.fragrancenet.com/lacoste-l.12.12-blanc-cologne-gift-sets/lacoste/fragrance/gs/en_US/44305,LACOSTE L.12.12 BLANC,Fragrance,Gift Sets
458916,64,57.39,850018802512,12,12.5 OZ,OLAPLEX by Olaplex,https://www.fragrancenet.com/olaplex-shampoo/olaplex/hair-care-products/hc/en_US/33991,OLAPLEX,Haircare,Conditioner
458950,18,4.5,,22,2 OZ,DELICIOUS WARM MIXED BERRY by Gale Hayman,https://www.fragrancenet.com/delicious-warm-mixed-berry-perfume/gale-hayman/womens-fragrances/wf/en_US/32192,DELICIOUS WARM MIXED BERRY,Fragrance,Bath & Body
459218,99,14,3701436908676,2,2.5 OZ,Lierac by LIERAC,https://www.fragrancenet.com/lierac-skin-care/anti-aging/lierac/facial/sc/en_US/01508,Lierac,Skincare,Cleanser
462824,50,41.99,884486510259,23,33.8 OZ,REDKEN by Redken,https://www.fragrancenet.com/redken-shampoo/redken/hair-care-products/hc/en_US/04056,REDKEN,Haircare,Shampoo
462874,22,18.19,884486494320,24,3.1 OZ,MATRIX by Matrix,https://www.fragrancenet.com/matrix-shampoo/matrix/hair-care-products/hc/en_US/23579,MATRIX,Haircare,Styling
462892,66,37,717334265936,6,1 OZ,Origins by Origins,https://www.fragrancenet.com/origins-skin-care/anti-aging/origins/facial/sc/en_US/20231,Origins,Skincare,Day Care
463041,121,39.5,8052464893607,1,3.4 OZ,DIVA ROUGE by Ungaro,https://www.fragrancenet.com/diva-rouge-perfume/ungaro/womens-fragrances/wf/en_US/47013,DIVA ROUGE,Fragrance,Fragrances
463292,395,264.5,8435624503163,3,1.7 OZ,Natura Bisse by Natura Bisse,https://www.fragrancenet.com/natura-bisse-skin-care/anti-aging/natura-bisse/facial/sc/en_US/23197,Natura Bisse,Skincare,Day Care
463828,19.99,18.19,676280052130,5,17 OZ,HEMPZ by Hempz,https://www.fragrancenet.com/hempz-skin-care/anti-aging/hempz/facial/sc/en_US/20326,HEMPZ,Skincare,Body Care
464313,25,9,3386460061629,24,0.25 OZ,BOUCHERON PLACE VENDOME by Boucheron,https://www.fragrancenet.com/boucheron-place-vendome-perfume-gift-sets/boucheron/fragrance/gs/en_US/23957,BOUCHERON PLACE VENDOME,Fragrance,Gift Sets
464546,425,394,3968355776704,3,3.4 OZ,OMANLUXURY DEJAN by Omanluxury,https://www.fragrancenet.com/omanluxury-dejan-fragrance/omanluxury/womens-fragrances/wf/en_US/47275,OMANLUXURY DEJAN,Fragrance,Fragrances
464695,99,6,3386460134705,22,0.15 OZ,COACH OPEN ROAD by Coach,https://www.fragrancenet.com/coach-open-road-cologne/coach/mens-fragrances/mf/en_US/43938,COACH OPEN ROAD,Fragrance,Fragrances
464696,99,4.25,3614273313100,24,0.04 OZ,ARMANI SI INTENSE by Giorgio Armani,https://www.fragrancenet.com/armani-si-intense-perfume/giorgio-armani/womens-fragrances/wf/en_US/25066,ARMANI SI INTENSE,Fragrance,Fragrances
464981,100,87.5,3614273347846,24,1.7 OZ,ARMANI MY WAY INTENSE by Giorgio Armani,https://www.fragrancenet.com/armani-my-way-intense-perfume/giorgio-armani/womens-fragrances/wf/en_US/40870,ARMANI MY WAY INTENSE,Fragrance,Fragrances
465449,36,24,194251133614,6,0.05 OZ,NARS by Nars,https://www.fragrancenet.com/nars-Makeup/nars/Cosmetics/cos/en_US/23220,NARS,Makeup,Lip Color
465581,99,5.75,885645037877,10,10.5 OZ,BODYCOLOGY COCONUT HIBISCUS by Bodycology,https://www.fragrancenet.com/bodycology-coconut-hibiscus-perfume/bodycology/womens-fragrances/wf/en_US/38285,BODYCOLOGY COCONUT HIBISCUS,Fragrance,Bath & Body
420249,22,11.89,615908432688,6,10.1 OZ,ROCKAHOLIC by Tigi,https://www.fragrancenet.com/rockaholic-shampoo/tigi/hair-care-products/hc/en_US/20599,ROCKAHOLIC,Haircare,Shampoo
420349,99,75.5,192333101681,23,1.7 OZ,CLINIQUE by Clinique,https://www.fragrancenet.com/clinique-skin-care/anti-aging/clinique/facial/sc/en_US/00564,CLINIQUE,Skincare,Day Care
420719,26,20.5,6294015102239,24,3.4 OZ,ARMAF LE PARFAIT by Armaf,https://www.fragrancenet.com/armaf-le-parfait-cologne/armaf/mens-fragrances/mf/en_US/31004,ARMAF LE PARFAIT,Fragrance,Fragrances
421872,99,85,3616301394471,8,1.7 OZ,GUCCI GUILTY LOVE EDITION by Gucci,https://www.fragrancenet.com/gucci-guilty-love-edition-perfume/gucci/womens-fragrances/wf/en_US/36491,GUCCI GUILTY LOVE EDITION,Fragrance,Fragrances
421955,8.75,8.75,3508440501271,16,0.04 OZ,CREED VIKING COLOGNE by Creed,https://www.fragrancenet.com/creed-viking-cologne-cologne/creed/mens-fragrances/mf/en_US/40695,CREED VIKING COLOGNE,Fragrance,Fragrances
424144,42,25.89,815401018376,19,22 OZ,GK HAIR by GK HAIR,https://www.fragrancenet.com/gk-hair-shampoo/gk-hair/hair-care-products/hc/en_US/44295,GK HAIR,Haircare,Conditioner
424629,99,9.5,5060322952116,10,4.2 OZ,YARDLEY by Yardley,https://www.fragrancenet.com/yardley-perfume/yardley/womens-fragrances/wf/en_US/06916,YARDLEY,Fragrance,Fragrances
424744,203.4,115.5,3760256291429,5,3.4 OZ,LE GALION CHAMPS DE MAI by Le Galion,https://www.fragrancenet.com/le-galion-champs-de-mai-fragrance/le-galion/womens-fragrances/wf/en_US/41838,LE GALION CHAMPS DE MAI,Fragrance,Fragrances
425699,99.99,72,711367106464,1,1.7 OZ,ANNICK GOUTAL ROSE POMPON by Annick Goutal,https://www.fragrancenet.com/annick-goutal-rose-pompon-perfume/annick-goutal/womens-fragrances/wf/en_US/30639,ANNICK GOUTAL ROSE POMPON,Fragrance,Fragrances
426652,99,80.5,3331432203033,4,3.4 OZ,DALI HAUTE PARFUMERIE FABULOUS MANDAWA by Salvador Dali,https://www.fragrancenet.com/dali-haute-parfumerie-fabulous-mandawa-fragrance/salvador-dali/womens-fragrances/wf/en_US/41999,DALI HAUTE PARFUMERIE FABULOUS MANDAWA,Fragrance,Fragrances
426835,99,96.5,3346130012252,24,4.2 OZ,TERRE D'HERMES EAU GIVREE by Hermes,https://www.fragrancenet.com/terre-d%27hermes-eau-givree-fragrance/hermes/womens-fragrances/wf/en_US/42018,TERRE D'HERMES EAU GIVREE,Fragrance,Fragrances
427401,23.99,15,30985003666,4,1 OZ,Derma E by Derma E,https://www.fragrancenet.com/derma-e-skin-care/anti-aging/derma-e/facial/sc/en_US/31204,Derma E,Skincare,Day Care
428271,60,24.49,646630019533,9,33.8 OZ,SEXY HAIR by Sexy Hair Concepts,https://www.fragrancenet.com/sexy-hair-shampoo/sexy-hair-concepts/hair-care-products/hc/en_US/42103,SEXY HAIR,Haircare,Conditioner
466082,20,6.75,811068019336,7,18 OZ,Dr. Teal's by Dr. Teal's,https://www.fragrancenet.com/dr.-teal%27s-skin-care/anti-aging/dr.-teal%27s/facial/sc/en_US/47504,Dr. Teal's,Skincare,Body Care
466185,99,16,85715267146,6,3.4 OZ,HOLLISTER CANYON SKY by Hollister,https://www.fragrancenet.com/hollister-canyon-sky-cologne/hollister/mens-fragrances/mf/en_US/47513,HOLLISTER CANYON SKY,Fragrance,Fragrances
466236,20,14,53212950137,24,9 OZ,FRAGRANCE FREE by ,https://www.fragrancenet.com/fragrance-free-candles/richly/scented/c/en_US/47535,FRAGRANCE FREE,Candle,Scented
466249,15,13.99,682223041369,6,3 OZ,Jack Black by Jack Black,https://www.fragrancenet.com/jack-black-skin-care/anti-aging/jack-black/facial/sc/en_US/34160,Jack Black,Skincare,Cleanser
466886,195,110.5,,8,3.3 OZ,SISLEY L'EAU REVEE D'ALMA by Sisley,https://www.fragrancenet.com/sisley-l%27eau-revee-d%27alma-fragrance/sisley/womens-fragrances/wf/en_US/47572,SISLEY L'EAU REVEE D'ALMA,Fragrance,Fragrances
466903,99,3.25,,13,0.3 OZ,Sisley by Sisley,https://www.fragrancenet.com/sisley-skin-care/anti-aging/sisley/facial/sc/en_US/02172,Sisley,Skincare,Day Care
468707,78,36,641628601028,2,3.4 OZ,Elemis by Elemis,https://www.fragrancenet.com/elemis-skin-care/anti-aging/elemis/facial/sc/en_US/23200,Elemis,Skincare,Cleanser
468708,102,69.5,641628402434,5,1 OZ,Elemis by Elemis,https://www.fragrancenet.com/elemis-skin-care/anti-aging/elemis/facial/sc/en_US/23200,Elemis,Skincare,Day Care
468725,12.99,9,53212558210,23,11 OZ,FROSTED CRANBERRY by Northern Lights,https://www.fragrancenet.com/frosted-cranberry-candles/richly/scented/c/en_US/47804,FROSTED CRANBERRY,Candle,Scented
468908,15.98,11.5,3600551124902,24,3.4 OZ,VANDERBILT IN RED by Gloria Vanderbilt,https://www.fragrancenet.com/vanderbilt-in-red-perfume/gloria-vanderbilt/womens-fragrances/wf/en_US/47823,VANDERBILT IN RED,Fragrance,Fragrances
469294,99,26.5,3346130012726,22,0.5 OZ,TWILLY D'HERMES EAU GINGER by Hermes,https://www.fragrancenet.com/twilly-d%27hermes-eau-ginger-fragrance/hermes/womens-fragrances/wf/en_US/39663,TWILLY D'HERMES EAU GINGER,Fragrance,Fragrances
469393,36,25.5,887167519275,3,0.06 OZ,ESTEE LAUDER by Estee Lauder,https://www.fragrancenet.com/estee-lauder-Makeup/estee-lauder/Cosmetics/cos/en_US/00894,ESTEE LAUDER,Makeup,Lip Color
469826,40,25.5,,6,0.05 OZ,GIVENCHY by Givenchy,https://www.fragrancenet.com/givenchy-Makeup/givenchy/Cosmetics/cos/en_US/01059,GIVENCHY,Makeup,Foundation & Complexion
341568,21.98,13.99,7501438387723,1,11 OZ,Pravana by Pravana,https://www.fragrancenet.com/pravana-shampoo/pravana/hair-care-products/hc/en_US/23597,Pravana,Haircare,Conditioner
341619,56,29,8011003839285,9,1 OZ,MOSCHINO TOY 2 by Moschino,https://www.fragrancenet.com/moschino-toy-2-fragrance/moschino/womens-fragrances/wf/en_US/34598,MOSCHINO TOY 2,Fragrance,Fragrances
341836,90,73.5,5999556684268,8,0.5 OZ,Omorovicza by Omorovicza,https://www.fragrancenet.com/omorovicza-skin-care/anti-aging/omorovicza/facial/sc/en_US/34631,Omorovicza,Skincare,Day Care
342019,23.25,21.5,773602414970,24,0.1 OZ,MAC by MAC,https://www.fragrancenet.com/mac-Makeup/mac/Cosmetics/cos/en_US/01557,MAC,Makeup,Lip Color
342151,99,2.25,719346647984,3,1.5 OZ,TAPOUT DEFY by Tapout,https://www.fragrancenet.com/tapout-defy-cologne/tapout/mens-fragrances/mf/en_US/34654,TAPOUT DEFY,Fragrance,Bath & Body
342351,110,59.5,3614229135145,24,3.4 OZ,ETERNITY by Calvin Klein,https://www.fragrancenet.com/eternity-cologne/calvin-klein/mens-fragrances/mf/en_US/00901,ETERNITY,Fragrance,Fragrances
342938,120,79,737052339047,24,3 OZ,GUCCI GUILTY POUR HOMME by Gucci,https://www.fragrancenet.com/gucci-guilty-pour-homme-cologne/gucci/mens-fragrances/mf/en_US/21878,GUCCI GUILTY POUR HOMME,Fragrance,Fragrances
343053,4,1,850000260092,24,0.06 OZ,CHRISTIAN SIRIANO PEOPLE ARE PEOPLE by Christian Siriano,https://www.fragrancenet.com/christian-siriano-people-are-people-perfume/christian-siriano/womens-fragrances/wf/en_US/33853,CHRISTIAN SIRIANO PEOPLE ARE PEOPLE,Fragrance,Fragrances
344342,99,16,6293708001712,11,1.7 OZ,AJMAL RAINDROPS by Ajmal,https://www.fragrancenet.com/ajmal-raindrops-perfume/ajmal/womens-fragrances/wf/en_US/40172,AJMAL RAINDROPS,Fragrance,Fragrances
344627,46,20.99,70018096111,7,16.9 OZ,SEBASTIAN by Sebastian,https://www.fragrancenet.com/sebastian-shampoo/sebastian/hair-care-products/hc/en_US/04057,SEBASTIAN,Haircare,Conditioner
344959,43,25.19,4021609061328,24,33.8 OZ,GOLDWELL by Goldwell,https://www.fragrancenet.com/goldwell-shampoo/goldwell/hair-care-products/hc/en_US/09787,GOLDWELL,Haircare,Conditioner
345095,32.4,31.49,9339341035848,4,0.5 OZ,KEVIN MURPHY by Kevin Murphy,https://www.fragrancenet.com/kevin-murphy-shampoo/kevin-murphy/hair-care-products/hc/en_US/25254,KEVIN MURPHY,Haircare,Styling
345678,20,18.5,3614224884314,24,0.17 OZ,TIFFANY & CO by Tiffany,https://www.fragrancenet.com/tiffany-%26-co-perfume/tiffany/womens-fragrances/wf/en_US/31594,TIFFANY & CO,Fragrance,Fragrances
459345,90,77,3605972768957,24,2.5 OZ,POLO RED by Ralph Lauren,https://www.fragrancenet.com/polo-red-cologne/ralph-lauren/mens-fragrances/mf/en_US/23795,POLO RED,Fragrance,Fragrances
459588,47,25.5,194251076003,7,0.35 OZ,NARS by Nars,https://www.fragrancenet.com/nars-Makeup/nars/Cosmetics/cos/en_US/23220,NARS,Makeup,Powder
459613,99,14,723412525953,6,3.38 OZ,STRESS LESS by Aromafloria,https://www.fragrancenet.com/stress-less-aromatherapy/aromafloria/essential-oils/at/en_US/02557,STRESS LESS,Aromatherapy,Aromatherapy
459622,99,18.5,3700583503352,2,3.4 OZ,GIORGIO BLACK INTENSE by Giorgio Group,https://www.fragrancenet.com/giorgio-black-intense-cologne/giorgio-group/mens-fragrances/mf/en_US/46557,GIORGIO BLACK INTENSE,Fragrance,Fragrances
459886,29,25.19,810021402475,4,6 OZ,IGK by IGK,https://www.fragrancenet.com/igk-shampoo/igk/hair-care-products/hc/en_US/40444,IGK,Haircare,Styling
460983,99,26,6291107450421,6,3.4 OZ,LATTAFA RAEES by Lattafa,https://www.fragrancenet.com/lattafa-raees-cologne/lattafa/mens-fragrances/mf/en_US/46732,LATTAFA RAEES,Fragrance,Fragrances
461051,35,16.5,810044124095,7,14.5 OZ,JUICY COUTURE MALIBU by Juicy Couture,https://www.fragrancenet.com/juicy-couture-malibu-candles/richly/scented/c/en_US/24295,JUICY COUTURE MALIBU,Candle,Scented
461158,99,53.5,3386460135337,24,6.7 OZ,JIMMY CHOO MAN ICE by Jimmy Choo,https://www.fragrancenet.com/jimmy-choo-man-ice-cologne/jimmy-choo/mens-fragrances/mf/en_US/34201,JIMMY CHOO MAN ICE,Fragrance,Fragrances
461183,25,18.5,192333128671,6,0.002 OZ,CLINIQUE by Clinique,https://www.fragrancenet.com/clinique-Makeup/clinique/Cosmetics/cos/en_US/00564,CLINIQUE,Makeup,Brow & Liner
